date_key,app_id,channel,deduction_download_num,deduction_new_user,deduction_recharge_amount,deduction_install_num,download_num,new_user,recharge_amount,coin_recharge_amount,install_num,pay_user_num
2026-09-02 00:00:00,HX-016,0004189608,0,0,0,1,0,0,0.000000,0.000000,1,0
2026-09-02 00:00:00,HX-016,0819,0,0,0,1,0,0,0.000000,0.000000,1,0
2026-09-02 00:00:00,HX-016,15858811692,0,0,0,1,0,0,0.000000,0.000000,1,0
2026-09-02 00:00:00,HX-016,15897975704,0,0,0,1,0,0,0.000000,0.000000,1,0
2026-09-02 00:00:00,HX-016,19950939463,0,0,0,1,0,0,0.000000,0.000000,1,0
2026-09-02 00:00:00,HX-016,343825500961,0,0,0,1,0,0,0.000000,0.000000,1,0
2026-09-02 00:00:00,HX-016,6217,0,0,0,1,0,0,0.000000,0.000000,1,0
2026-09-02 00:00:00,HX-016,CX3517166708940828,0,0,0,1,0,0,0.000000,0.000000,1,0
2026-09-02 00:00:00,HX-016,dw018,0,0,0,1,0,0,0.000000,0.000000,1,0
2026-09-02 00:00:00,HX-016,hjh020622,0,0,0,1,0,0,0.000000,0.000000,1,0
2026-09-02 00:00:00,DX-001,ug-51cg-qingliang,0,0,30000,0,0,0,30000.000000,0.000000,0,1
2026-09-02 00:00:00,DX-001,ug-CPSbaic,0,0,0,1,0,0,0.000000,0.000000,1,0
2026-09-02 00:00:00,DX-001,ug-CPSsm2,0,0,0,1,0,0,0.000000,0.000000,1,0
2026-09-02 00:00:00,DX-001,ug-chichigua-dban,0,0,0,1,0,0,0.000000,0.000000,1,0
2026-09-02 00:00:00,DX-001,ug-hanlan01,0,0,0,1,0,0,0.000000,0.000000,1,0
2026-09-02 00:00:00,-,SF80001,0,157143,0,0,0,157143,0.000000,0.000000,0,0
2026-09-02 00:00:00,-,SF80101,0,68179,0,0,0,68179,0.000000,0.000000,0,0
2026-09-02 00:00:00,-,SF80201,0,33250,0,0,0,33250,0.000000,0.000000,0,0
2026-09-02 00:00:00,-,SF80301,0,53164,0,0,0,53164,0.000000,0.000000,0,0
2026-09-02 00:00:00,-,SF80401,0,16030,0,0,0,16030,0.000000,0.000000,0,0
2026-09-02 00:00:00,-,SF80501,0,125228,0,0,0,125228,0.000000,0.000000,0,0
2026-09-02 00:00:00,-,SF80601,0,19087,0,0,0,19087,0.000000,0.000000,0,0
2026-09-02 00:00:00,-,SF80701,0,60934,0,0,0,60934,0.000000,0.000000,0,0
2026-09-02 00:00:00,-,SF80801,0,116997,0,0,0,116997,0.000000,0.000000,0,0
2026-09-02 00:00:00,-,SF80901,0,49513,0,0,0,49513,0.000000,0.000000,0,0
2026-09-02 00:00:00,-,SF81101,0,66187,0,0,0,66187,0.000000,0.000000,0,0
2026-09-02 00:00:00,-,SF81201,0,41933,0,0,0,41933,0.000000,0.000000,0,0
2026-09-02 00:00:00,-,SF81401,0,43669,0,0,0,43669,0.000000,0.000000,0,0
2026-09-02 00:00:00,-,SF81501,0,39168,0,0,0,39168,0.000000,0.000000,0,0
2026-09-02 00:00:00,-,SF81601,0,28137,0,0,0,28137,0.000000,0.000000,0,0
